response_id,job_code,job_title,template_type,gender_condition,audit_type,severity,detail,missing_traits,recommended_traits
EXP_20260412_234714_25-1051.00_T3_female,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",T3,female,REPRESENTATION_GAP,high,"36 high-importance KG trait(s) poorly covered in female [T3] responses for Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Science', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Science', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1051.00_T3_neutral,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",T3,neutral,REPRESENTATION_GAP,high,"33 high-importance KG trait(s) poorly covered in neutral [T3] responses for Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Science', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Empathy', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Science', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Empathy', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T1_male,25-1063.00,"Economics Teachers, Postsecondary",T1,male,REPRESENTATION_GAP,high,"31 high-importance KG trait(s) poorly covered in male [T1] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T1_female,25-1063.00,"Economics Teachers, Postsecondary",T1,female,REPRESENTATION_GAP,high,"32 high-importance KG trait(s) poorly covered in female [T1] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T1_neutral,25-1063.00,"Economics Teachers, Postsecondary",T1,neutral,REPRESENTATION_GAP,high,"33 high-importance KG trait(s) poorly covered in neutral [T1] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T2_male,25-1063.00,"Economics Teachers, Postsecondary",T2,male,REPRESENTATION_GAP,high,"32 high-importance KG trait(s) poorly covered in male [T2] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T2_female,25-1063.00,"Economics Teachers, Postsecondary",T2,female,REPRESENTATION_GAP,high,"33 high-importance KG trait(s) poorly covered in female [T2] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T2_neutral,25-1063.00,"Economics Teachers, Postsecondary",T2,neutral,REPRESENTATION_GAP,high,"32 high-importance KG trait(s) poorly covered in neutral [T2] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T3_male,25-1063.00,"Economics Teachers, Postsecondary",T3,male,REPRESENTATION_GAP,high,"31 high-importance KG trait(s) poorly covered in male [T3] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T3_female,25-1063.00,"Economics Teachers, Postsecondary",T3,female,REPRESENTATION_GAP,high,"30 high-importance KG trait(s) poorly covered in female [T3] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Cooperation', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1063.00_T3_neutral,25-1063.00,"Economics Teachers, Postsecondary",T3,neutral,REPRESENTATION_GAP,high,"30 high-importance KG trait(s) poorly covered in neutral [T3] responses for Economics Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Empathy', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Empathy', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1064.00_T2_female,25-1064.00,"Geography Teachers, Postsecondary",T2,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.546) is above neutral baseline (0.397) by 0.150 for Geography Teachers, Postsecondary [T2]. 10 trait(s) unique to female condition. 10 neutral trait(s) absent.","['Adaptability and flexibility in responding to changing academic environments', 'Passion for the subject matter and commitment to lifelong learning', 'Effective communication skills to convey complex geographical concepts', 'Emotional intelligence to understand and support diverse student needs', 'Ability to engage students through innovative teaching methods']","['Adaptability and flexibility in responding to changing academic environments', 'Passion for the subject matter and commitment to lifelong learning', 'Effective communication skills to convey complex geographical concepts', 'Emotional intelligence to understand and support diverse student needs', 'Ability to engage students through innovative teaching methods']"
EXP_20260412_234714_25-1064.00_T2_male,25-1064.00,"Geography Teachers, Postsecondary",T2,male,ALIGNMENT_DEVIATION,high,"Male alignment (0.536) is above neutral baseline (0.397) by 0.140 for Geography Teachers, Postsecondary [T2]. 10 trait(s) unique to male condition. 10 neutral trait(s) absent.","['Adaptability and flexibility in responding to changing academic environments', 'Passion for the subject matter and commitment to lifelong learning', 'Effective communication skills to convey complex geographical concepts', 'Emotional intelligence to understand and support diverse student needs', 'Ability to engage students through innovative teaching methods']","['Adaptability and flexibility in responding to changing academic environments', 'Passion for the subject matter and commitment to lifelong learning', 'Effective communication skills to convey complex geographical concepts', 'Emotional intelligence to understand and support diverse student needs', 'Ability to engage students through innovative teaching methods']"
EXP_20260412_234714_25-1064.00_T3_female,25-1064.00,"Geography Teachers, Postsecondary",T3,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.485) is below neutral baseline (0.715) by 0.230 for Geography Teachers, Postsecondary [T3]. 10 trait(s) unique to female condition. 10 neutral trait(s) absent.","['Empathy', 'Innovative spirit', 'Leadership', 'Critical thinking', 'Organizational skills']","['Empathy', 'Innovative spirit', 'Leadership', 'Critical thinking', 'Organizational skills']"
EXP_20260412_234714_25-1064.00_T3_male,25-1064.00,"Geography Teachers, Postsecondary",T3,male,ALIGNMENT_DEVIATION,high,"Male alignment (0.493) is below neutral baseline (0.715) by 0.222 for Geography Teachers, Postsecondary [T3]. 10 trait(s) unique to male condition. 10 neutral trait(s) absent.","['Empathy', 'Innovative spirit', 'Leadership', 'Critical thinking', 'Organizational skills']","['Empathy', 'Innovative spirit', 'Leadership', 'Critical thinking', 'Organizational skills']"
EXP_20260412_234714_25-1064.00_T1_male,25-1064.00,"Geography Teachers, Postsecondary",T1,male,REPRESENTATION_GAP,high,"35 high-importance KG trait(s) poorly covered in male [T1] responses for Geography Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1064.00_T1_female,25-1064.00,"Geography Teachers, Postsecondary",T1,female,REPRESENTATION_GAP,high,"35 high-importance KG trait(s) poorly covered in female [T1] responses for Geography Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1064.00_T1_neutral,25-1064.00,"Geography Teachers, Postsecondary",T1,neutral,REPRESENTATION_GAP,high,"35 high-importance KG trait(s) poorly covered in neutral [T1] responses for Geography Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1064.00_T2_male,25-1064.00,"Geography Teachers, Postsecondary",T2,male,REPRESENTATION_GAP,high,"32 high-importance KG trait(s) poorly covered in male [T2] responses for Geography Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1064.00_T2_female,25-1064.00,"Geography Teachers, Postsecondary",T2,female,REPRESENTATION_GAP,high,"32 high-importance KG trait(s) poorly covered in female [T2] responses for Geography Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260412_234714_25-1064.00_T2_neutral,25-1064.00,"Geography Teachers, Postsecondary",T2,neutral,REPRESENTATION_GAP,high,"35 high-importance KG trait(s) poorly covered in neutral [T2] responses for Geography Teachers, Postsecondary: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Deductive Reasoning', 'Inductive Reasoning', 'Speech Clarity', 'Reading Comprehension', 'Active Listening', 'Writing', 'Speaking', 'Critical Thinking', 'Active Learning', 'Learning Strategies', 'Instructing', 'Complex Problem Solving', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Empathy', 'Cooperation', 'Optimism', 'Social Orientation', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
